league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,PF
Ligue 1,FC Toulouse,2012,1.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,26.0,1,14.1,2.82,25.4,0.0,0.0,0.0,0,5.0,5.0,27.0,1,4.7,2.35,24.5,2,4.4,2.2,25.5,2,13.55,1.694,23.375,1.5,1.5,21.0,1.0,3.3,1.1,23.333,3.0,6.75,2.25,24.667,3.0,2.0,2.0,22.0,1.0,20.7,5.175,26.0,0.0,0.0,0.0,0.0,7.0,3.5,24.5,2.0,11.0,11.0,25.0,1.0,2.7,2.7,30.0,1.0,3.0,1.0,24.667,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,1.2,1.2,25.0,1.0,0.8,0.8,22.0,1.0,13.7,6.85,25.5,0.0,0.0,0.0,0.0,13.0,13.0,24.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,27.0,1.0,2.9,1.45,26.5,0.5,0.5,27.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,26.0,1.0,0.0,0.0,0.0,0.0,10.5,5.25,22.5,0.5,0.5,23.0,1.0,10.0,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ligue 1,Montpellier HSC,2012,12.5,3.125,24.75,0.0,0.0,0.0,0,5.0,5.0,27.0,1,0.0,0.0,0.0,0,7.5,2.5,24.0,3,20.0,10.0,24.0,0.0,0.0,0.0,0,8.0,8.0,23.0,1,0.0,0.0,0.0,0,12.0,12.0,25.0,1,2.5,0.833,23.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,0.7,0.7,18.0,1.0,0.8,0.8,29.0,1.0,14.5,3.625,26.5,0.0,0.0,0.0,0.0,2.0,2.0,29.0,1.0,11.5,5.75,26.5,2.0,1.0,1.0,24.0,1.0,4.0,1.333,23.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,1.0,3.5,1.75,23.5,2.0,15.9,7.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,7.95,24.0,2.0,0.0,0.0,0.0,0.0,2.725,0.908,25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,1.0,1.025,0.512,25.5,2.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,1.0,1
Ligue 1,SC Bastia,2012,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.5,3.75,20.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,21.0,1,3.5,3.5,20.0,1,1.8,0.9,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,0.8,0.8,28.0,1.0,2.2,2.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,24.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,19.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,1.0,0.0,0.0,0.0,0.0,1
Ligue 1,Stade Reims,2012,3.35,0.838,23.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.65,0.825,23.0,2,1.7,0.85,24.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.13,0.782,23.5,0.0,0.0,0.0,0.0,0.03,0.03,21.0,1.0,0.6,0.6,23.0,1.0,2.5,1.25,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,24.0,1.0,0.0,0.0,0.0,0.0,2.4,1.2,26.0,0.0,0.0,0.0,0.0,0.9,0.9,23.0,1.0,1.5,1.5,29.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,26.0,1.0,1
Ligue 1,Stade Rennais FC,2012,8.7,2.9,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.2,3.1,21.5,2,2.5,2.5,23.0,1,27.5,3.438,25.375,0.0,0.0,0.0,0,3.0,3.0,29.0,1,16.0,5.333,23.667,3,8.5,2.125,25.75,4,15.05,1.881,25.375,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,5.75,1.917,28.667,3.0,7.3,1.825,23.0,4.0,16.6,2.371,24.143,0.0,0.0,0.0,0.0,8.5,2.833,22.333,3.0,0.0,0.0,0.0,0.0,8.1,2.025,25.5,4.0,15.14,1.514,23.5,0.3,0.3,18.0,1.0,7.44,1.86,23.5,4.0,2.6,1.3,23.5,2.0,4.8,1.6,25.333,3.0,20.5,5.125,23.25,0.0,0.0,0.0,0.0,2.5,2.5,21.0,1.0,8.0,8.0,19.0,1.0,10.0,5.0,26.5,2.0,5.64,1.128,24.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,2.0,1.0,23.0,2.0,2.64,1.32,25.5,2.0,10.6,10.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,23.0,1.0,0.0,0.0,0.0,0.0,1
Ligue 1,Valenciennes FC,2012,3.6,0.9,24.0,0.0,0.0,0.0,0,2.3,1.15,20.5,2,0.0,0.0,0.0,0,1.3,0.65,27.5,2,4.0,2.0,27.0,0.0,0.0,0.0,0,3.5,3.5,25.0,1,0.5,0.5,29.0,1,0.0,0.0,0.0,0,1.2,0.6,22.5,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,22.0,1.0,6.0,2.0,25.667,0.0,0.0,0.0,0.0,5.0,2.5,23.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,3.6,0.9,24.0,0.0,0.0,0.0,0.0,2.3,1.15,20.5,2.0,0.0,0.0,0.0,0.0,1.3,0.65,27.5,2.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,3.5,3.5,25.0,1.0,0.5,0.5,29.0,1.0,0.0,0.0,0.0,0.0,3.6,0.9,24.0,0.0,0.0,0.0,0.0,2.3,1.15,20.5,2.0,0.0,0.0,0.0,0.0,1.3,0.65,27.5,2.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,3.5,3.5,25.0,1.0,0.5,0.5,29.0,1.0,0.0,0.0,0.0,0.0,1
Ligue 1,AC Ajaccio,2012,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,27.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,2
Ligue 1,AS Nancy-Lorraine,2012,4.7,1.175,21.25,0.0,0.0,0.0,0,1.2,1.2,21.0,1,1.5,0.75,21.0,2,2.0,2.0,22.0,1,6.5,3.25,21.5,0.0,0.0,0.0,0,2.5,2.5,20.0,1,4.0,4.0,23.0,1,0.0,0.0,0.0,0,4.7,1.175,21.25,0.0,0.0,0.0,0.0,1.2,1.2,21.0,1.0,1.5,0.75,21.0,2.0,2.0,2.0,22.0,1.0,6.5,3.25,21.5,0.0,0.0,0.0,0.0,2.5,2.5,20.0,1.0,4.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,4.7,1.175,21.25,0.0,0.0,0.0,0.0,1.2,1.2,21.0,1.0,1.5,0.75,21.0,2.0,2.0,2.0,22.0,1.0,6.5,3.25,21.5,0.0,0.0,0.0,0.0,2.5,2.5,20.0,1.0,4.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,4.7,1.175,21.25,0.0,0.0,0.0,0.0,1.2,1.2,21.0,1.0,1.5,0.75,21.0,2.0,2.0,2.0,22.0,1.0,6.5,3.25,21.5,0.0,0.0,0.0,0.0,2.5,2.5,20.0,1.0,4.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,2
Ligue 1,ESTAC Troyes,2012,0.5,0.5,20.0,0.0,0.0,0.0,0,0.5,0.5,20.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.45,1.483,24.0,0.0,0.0,0.0,0,2.5,2.5,19.0,1,1.2,1.2,29.0,1,0.75,0.75,24.0,1,0.5,0.5,20.0,0.0,0.0,0.0,0.0,0.5,0.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,1.483,24.0,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,1.2,1.2,29.0,1.0,0.75,0.75,24.0,1.0,0.5,0.5,20.0,0.0,0.0,0.0,0.0,0.5,0.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,1.483,24.0,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,1.2,1.2,29.0,1.0,0.75,0.75,24.0,1.0,0.3,0.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,29.0,1.0,7.3,2.433,21.333,0.0,0.0,0.0,0.0,1.5,1.5,24.0,1.0,1.8,1.8,21.0,1.0,4.0,4.0,19.0,1.0,2
Ligue 1,FC Sochaux-Montbéliard,2012,7.75,1.55,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.75,2.375,24.0,2,3.0,1.0,24.0,3,16.86,4.215,24.0,0.0,0.0,0.0,0,0.75,0.75,28.0,1,10.0,10.0,24.0,1,6.11,3.055,22.0,2,3.15,1.05,24.667,0.0,0.0,0.0,0.0,1.4,0.7,25.0,2.0,1.75,1.75,24.0,1.0,0.0,0.0,0.0,0.0,2.5,1.25,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,1.5,1.5,24.0,1.0,7.75,1.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2.375,24.0,2.0,3.0,1.0,24.0,3.0,16.86,4.215,24.0,0.0,0.0,0.0,0.0,0.75,0.75,28.0,1.0,10.0,10.0,24.0,1.0,6.11,3.055,22.0,2.0,7.75,1.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2.375,24.0,2.0,3.0,1.0,24.0,3.0,16.86,4.215,24.0,0.0,0.0,0.0,0.0,0.75,0.75,28.0,1.0,10.0,10.0,24.0,1.0,6.11,3.055,22.0,2.0,2
Ligue 1,FC Évian Thonon Gaillard,2012,1.6,0.8,21.5,0.0,0.0,0.0,0,0.4,0.4,20.0,1,1.2,1.2,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.6,0.867,24.333,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,0.8,0.8,25.0,1.0,1.5,1.5,22.0,1.0,8.5,1.7,23.6,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,3.7,1.85,23.0,2.0,4.3,2.15,25.5,2.0,2.25,1.125,25.5,0.25,0.25,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,26.0,1.0,1.6,0.8,21.5,0.0,0.0,0.0,0.0,0.4,0.4,20.0,1.0,1.2,1.2,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ligue 1,Stade Brestois 29,2012,2.45,1.225,24.5,1.2,1.2,27.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.25,1.25,22.0,1,1.5,0.75,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,23.0,1,1.0,1.0,26.0,1,2.45,1.225,24.5,1.2,1.2,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,22.0,1.0,1.5,0.75,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,1.0,1.0,26.0,1.0,2.45,1.225,24.5,1.2,1.2,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,22.0,1.0,1.5,0.75,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,1.0,1.0,26.0,1.0,2.45,1.225,24.5,1.2,1.2,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,22.0,1.0,1.5,0.75,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,1.0,1.0,26.0,1.0,2
Ligue 1,AS Monaco,2013,160.7,16.07,22.8,0.0,0.0,0.0,0,7.7,2.567,21.667,3,95.0,23.75,24.0,4,58.0,19.333,22.333,3,5.55,1.85,27.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.8,0.9,27.5,2,3.75,3.75,27.0,1,39.75,9.938,20.75,3.0,3.0,20.0,1.0,13.0,13.0,24.0,1.0,23.75,11.875,19.5,2.0,0.0,0.0,0.0,0.0,89.12,22.28,25.25,0.0,0.0,0.0,0.0,0.2,0.2,26.0,1.0,75.0,75.0,23.0,1.0,13.92,6.96,26.0,2.0,101.06,7.219,21.0,0.0,0.0,0.0,0.0,11.0,11.0,23.0,1.0,41.56,6.927,19.5,6.0,48.5,6.929,22.0,7.0,175.4,19.489,22.556,0.0,0.0,0.0,0.0,49.4,16.467,23.667,3.0,36.0,36.0,22.0,1.0,90.0,18.0,22.0,5.0,50.5,10.1,22.2,0.0,0.0,0.0,0.0,47.5,11.875,23.0,4.0,3.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,18.45,3.075,24.0,0.0,0.0,0.0,0.0,3.75,1.875,25.5,2.0,6.7,2.233,23.667,3.0,8.0,8.0,22.0,1.0,0
Ligue 1,AS Saint-Étienne,2013,16.6,2.767,25.0,0.0,0.0,0.0,0,7.0,2.333,25.667,3,5.0,5.0,26.0,1,4.5,4.5,26.0,1,42.95,8.59,23.0,0.0,0.0,0.0,0,19.6,9.8,20.5,2,10.0,10.0,22.0,1,13.35,6.675,26.0,2,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,2.537,23.5,0.0,0.0,0.0,0.0,2.5,1.25,24.5,2.0,5.7,2.85,21.0,2.0,12.1,3.025,24.25,4.0,23.2,5.8,24.75,0.0,0.0,0.0,0.0,4.9,4.9,26.0,1.0,0.0,0.0,0.0,0.0,18.3,6.1,24.333,3.0,7.0,3.5,24.0,0.0,0.0,0.0,0.0,3.0,3.0,24.0,1.0,4.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,2.25,0.75,27.0,0.0,0.0,0.0,0.0,1.5,0.75,29.0,2.0,0.75,0.75,23.0,1.0,0.0,0.0,0.0,0.0,0
Ligue 1,LOSC Lille,2013,2.95,1.475,22.5,0.0,0.0,0.0,0,2.95,1.475,22.5,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,42.0,10.5,23.25,0.0,0.0,0.0,0,21.3,10.65,23.5,2,8.7,8.7,26.0,1,12.0,12.0,20.0,1,7.8,2.6,21.333,0.0,0.0,0.0,0.0,1.8,1.8,23.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,20.5,2.0,19.73,6.577,24.0,0.0,0.0,0.0,0.0,5.3,5.3,24.0,1.0,0.0,0.0,0.0,0.0,14.43,7.215,24.0,2.0,12.9,1.612,21.375,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,21.0,2.0,8.9,1.78,21.8,5.0,35.25,5.875,25.167,0.0,0.0,0.0,0.0,7.65,7.65,26.0,1.0,23.6,7.867,24.667,3.0,4.0,2.0,25.5,2.0,20.7,3.45,22.333,0.0,0.0,0.0,0.0,5.5,2.75,21.0,2.0,3.7,1.85,21.5,2.0,11.5,5.75,24.5,2.0,47.0,6.714,22.714,0.0,0.0,0.0,0.0,20.0,10.0,21.5,2.0,3.0,3.0,27.0,1.0,24.0,6.0,22.25,4.0,0
Ligue 1,Olympique Lyon,2013,4.0,1.333,28.667,0.0,0.0,0.0,0,3.0,1.5,27.5,2,0.0,0.0,0.0,0,1.0,1.0,31.0,1,24.5,6.125,27.0,0.0,0.0,0.0,0,13.3,6.65,24.5,2,4.0,4.0,29.0,1,7.2,7.2,30.0,1,5.65,1.883,23.333,0.0,0.0,0.0,0.0,3.0,1.5,26.0,2.0,0.0,0.0,0.0,0.0,2.65,2.65,18.0,1.0,1.5,0.75,20.5,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,41.1,5.871,23.714,0.0,0.0,0.0,0.0,12.6,6.3,25.5,2.0,22.5,5.625,22.0,4.0,6.0,6.0,27.0,1.0,26.8,4.467,22.167,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,4.5,2.25,20.0,2.0,21.3,7.1,23.333,3.0,28.6,9.533,20.333,0.0,0.0,0.0,0.0,8.5,8.5,20.0,1.0,0.0,0.0,0.0,0.0,20.1,10.05,20.5,2.0,27.3,9.1,24.667,0.0,0.0,0.0,0.0,27.3,9.1,24.667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ligue 1,Olympique Marseille,2013,39.4,5.629,21.857,0.0,0.0,0.0,0,4.0,4.0,18.0,1,20.9,5.225,22.25,4,14.5,7.25,23.0,2,1.05,0.35,24.667,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.75,0.375,24.0,2,0.0,0.0,0.0,0,20.5,5.125,22.25,0.0,0.0,0.0,0.0,5.0,5.0,19.0,1.0,4.5,4.5,25.0,1.0,11.0,5.5,22.5,2.0,17.5,3.5,25.8,0.0,0.0,0.0,0.0,5.0,5.0,24.0,1.0,8.0,4.0,29.0,2.0,4.5,2.25,23.5,2.0,19.75,2.469,23.375,0.0,0.0,0.0,0.0,9.5,2.375,25.0,4.0,1.25,0.625,23.5,2.0,9.0,4.5,20.0,2.0,54.45,10.89,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,9.025,25.5,4.0,18.35,18.35,22.0,1.0,53.0,8.833,25.833,0.0,0.0,0.0,0.0,1.2,1.2,30.0,1.0,51.8,10.36,25.0,5.0,0.0,0.0,0.0,0.0,81.49,9.054,24.0,0.0,0.0,0.0,0.0,13.0,13.0,21.0,1.0,15.4,5.133,24.667,3.0,53.09,10.618,24.2,5.0,0
Ligue 1,Paris Saint-Germain,2013,135.9,33.975,23.0,0.0,0.0,0.0,0,46.4,23.2,19.0,2,25.0,25.0,28.0,1,64.5,64.5,26.0,1,26.5,13.25,24.5,0.0,0.0,0.0,0,19.0,19.0,23.0,1,0.0,0.0,0.0,0,7.5,7.5,26.0,1,49.5,49.5,27.0,0.0,0.0,0.0,0.0,49.5,49.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.1,28.5,0.0,0.0,0.0,0.0,1.5,1.5,30.0,1.0,0.7,0.7,27.0,1.0,0.0,0.0,0.0,0.0,116.1,23.22,24.0,9.5,9.5,25.0,1.0,35.0,17.5,22.0,2.0,8.6,8.6,24.0,1.0,63.0,63.0,27.0,1.0,22.9,5.725,25.25,1.0,1.0,20.0,1.0,2.5,2.5,22.0,1.0,13.9,13.9,29.0,1.0,5.5,5.5,30.0,1.0,134.5,22.417,22.667,0.0,0.0,0.0,0.0,6.0,6.0,24.0,1.0,37.5,18.75,23.0,2.0,91.0,30.333,22.0,3.0,59.8,14.95,24.5,0.0,0.0,0.0,0.0,51.5,25.75,25.5,2.0,8.3,4.15,23.5,2.0,0.0,0.0,0.0,0.0,0
Ligue 1,FC Girondins Bordeaux,2013,3.5,3.5,24.0,0.0,0.0,0.0,0,3.5,3.5,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.0,3.667,27.0,0.0,0.0,0.0,0,6.5,6.5,27.0,1,1.5,1.5,29.0,1,3.0,3.0,25.0,1,7.7,1.54,24.4,0.0,0.0,0.0,0.0,1.5,0.75,25.0,2.0,0.7,0.7,27.0,1.0,5.5,2.75,22.5,2.0,4.5,2.25,22.5,0.0,0.0,0.0,0.0,3.5,3.5,25.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,11.0,2.75,20.25,0.0,0.0,0.0,0.0,3.0,1.5,21.5,2.0,3.0,3.0,20.0,1.0,5.0,5.0,18.0,1.0,22.3,5.575,25.5,0.0,0.0,0.0,0.0,3.5,3.5,29.0,1.0,6.0,6.0,25.0,1.0,12.8,6.4,24.0,2.0,11.85,2.37,25.2,2.5,2.5,19.0,1.0,1.0,1.0,31.0,1.0,3.0,3.0,27.0,1.0,5.35,2.675,24.5,2.0,2.6,0.867,24.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.95,25.0,2.0,0.7,0.7,24.0,1.0,1
