league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF
1 Bundesliga,VfB Stuttgart,2011,11.1,2.22,26.4,0.0,0.0,0.0,0,2.1,1.05,24.5,2,4.5,2.25,28.0,2,4.5,4.5,27.0,1,18.1,2.586,21.714,8.0,4.0,19.0,2,0.1,0.1,21.0,1,9.5,3.167,21.667,3,0.5,0.5,28.0,1,2.4,0.6,23.75,0.0,0.0,0.0,0.0,0.6,0.3,26.0,2.0,1.5,1.5,22.0,1.0,0.3,0.3,21.0,1.0,9.7,2.425,25.5,0.0,0.0,0.0,0.0,2.0,2.0,31.0,1.0,2.2,1.1,24.0,2.0,5.5,5.5,23.0,1.0,0
1 Bundesliga,1.FC Nuremberg,2011,4.15,0.593,22.429,0.1,0.1,18.0,1,1.4,0.7,23.0,2,0.45,0.225,25.0,2,2.2,1.1,21.5,2,5.5,5.5,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,5.5,20.0,1,0.0,0.0,0.0,0,2.7,0.675,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.833,22.0,3.0,0.2,0.2,21.0,1.0,7.0,7.0,23.0,0.0,0.0,0.0,0.0,7.0,7.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1 Bundesliga,1.FSV Mainz 05,2011,10.9,0.991,23.909,0.0,0.0,0.0,0,3.2,1.067,25.333,3,4.8,0.96,23.2,5,2.9,0.967,23.667,3,17.95,4.488,21.0,0.0,0.0,0.0,0,3.9,1.95,22.0,2,0.0,0.0,0.0,0,14.05,7.025,20.0,2,4.18,1.045,26.25,0.0,0.0,0.0,0.0,0.08,0.08,28.0,1.0,2.0,2.0,27.0,1.0,2.1,1.05,25.0,2.0,5.95,0.744,24.25,0.0,0.0,0.0,0.0,0.25,0.125,26.5,2.0,3.9,1.95,24.5,2.0,1.8,0.45,23.0,4.0,1
1 Bundesliga,FC Augsburg,2011,1.175,0.196,23.5,0.0,0.0,0.0,0,0.6,0.3,22.0,2,0.2,0.1,22.0,2,0.375,0.188,26.5,2,0.26,0.087,28.667,0.0,0.0,0.0,0,0.2,0.2,32.0,1,0.06,0.03,27.0,2,0.0,0.0,0.0,0,2.85,0.317,23.556,0.0,0.0,0.0,0.0,0.85,0.425,23.0,2.0,1.1,0.367,24.333,3.0,0.9,0.225,23.25,4.0,0.15,0.15,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,27.0,1.0,0.0,0.0,0.0,0.0,1
1 Bundesliga,Hannover 96,2011,4.2,0.84,21.8,0.25,0.25,18.0,1,0.0,0.0,0.0,0,0.45,0.45,25.0,1,3.5,1.167,22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.55,1.194,23.5,0.0,0.0,0.0,0.0,6.9,1.38,23.2,5.0,2.05,1.025,25.0,2.0,0.6,0.6,22.0,1.0,3.17,0.634,24.6,0.0,0.0,0.0,0.0,2.6,1.3,24.5,2.0,0.2,0.2,27.0,1.0,0.37,0.185,23.5,2.0,1
1 Bundesliga,SC Freiburg,2011,3.5,0.7,24.0,0.0,0.0,0.0,0,0.7,0.35,23.0,2,0.0,0.0,0.0,0,2.8,0.933,24.667,3,15.3,3.825,23.0,0.0,0.0,0.0,0,3.1,1.55,22.0,2,0.2,0.2,22.0,1,12.0,12.0,26.0,1,1.5,0.5,22.333,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,0.5,0.5,22.0,1.0,0.5,0.5,24.0,1.0,0.2,0.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,30.0,1.0,1
1 Bundesliga,SV Werder Bremen,2011,8.8,1.1,20.75,0.0,0.0,0.0,0,2.3,0.575,20.75,4,6.5,1.625,20.75,4,0.0,0.0,0.0,0,20.25,2.25,24.111,0.1,0.1,21.0,1,12.8,6.4,27.5,2,6.85,2.283,24.667,3,0.5,0.167,22.333,3,14.73,1.841,23.625,0.2,0.2,24.0,1.0,6.58,2.193,23.667,3.0,0.45,0.45,21.0,1.0,7.5,2.5,24.333,3.0,13.1,3.275,24.0,0.0,0.0,0.0,0.0,4.8,4.8,29.0,1.0,8.05,4.025,21.5,2.0,0.25,0.25,24.0,1.0,1
1 Bundesliga,TSG 1899 Hoffenheim,2011,5.9,0.738,21.0,1.2,1.2,19.0,1,0.1,0.1,20.0,1,2.7,0.9,20.333,3,1.9,0.633,22.667,3,7.5,1.25,23.333,0.0,0.0,0.0,0,0.1,0.1,22.0,1,0.9,0.45,21.0,2,6.5,2.167,25.333,3,26.3,2.023,23.385,0.4,0.4,31.0,1.0,5.0,1.667,25.333,3.0,7.0,2.333,21.667,3.0,13.9,2.317,22.0,6.0,20.25,2.25,23.0,0.0,0.0,0.0,0.0,3.0,1.0,24.667,3.0,10.7,3.567,22.333,3.0,6.55,2.183,22.0,3.0,1
1 Bundesliga,VfL Wolfsburg,2011,48.8,3.486,23.143,0.0,0.0,0.0,0,21.0,4.2,24.0,5,13.6,2.72,23.2,5,9.2,4.6,21.5,2,12.125,1.347,25.222,0.0,0.0,0.0,0,5.95,1.983,24.667,3,0.475,0.238,20.5,2,5.7,1.425,28.0,4,27.1,3.871,24.286,0.0,0.0,0.0,0.0,10.3,3.433,27.0,3.0,9.8,3.267,22.0,3.0,7.0,7.0,23.0,1.0,21.85,1.285,23.765,0.0,0.0,0.0,0.0,1.3,0.217,25.667,6.0,0.15,0.075,21.0,2.0,16.3,2.329,23.143,7.0,1
1 Bundesliga,1. FC Köln,2011,5.88,0.98,24.333,0.0,0.0,0.0,0,3.4,1.133,26.0,3,2.0,2.0,23.0,1,0.48,0.24,22.5,2,2.88,0.72,25.0,0.15,0.15,25.0,1,2.53,2.53,31.0,1,0.15,0.15,21.0,1,0.05,0.05,23.0,1,5.88,0.98,24.333,0.0,0.0,0.0,0.0,3.4,1.133,26.0,3.0,2.0,2.0,23.0,1.0,0.48,0.24,22.5,2.0,2.88,0.72,25.0,0.15,0.15,25.0,1.0,2.53,2.53,31.0,1.0,0.15,0.15,21.0,1.0,0.05,0.05,23.0,1.0,2
1 Bundesliga,1.FC Kaiserslautern,2011,6.63,0.737,22.111,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,1.0,21.0,3,3.63,0.605,22.667,6,4.45,1.483,26.333,0.0,0.0,0.0,0,0.35,0.35,29.0,1,0.1,0.1,26.0,1,4.0,4.0,24.0,1,6.63,0.737,22.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,3.0,3.63,0.605,22.667,6.0,4.45,1.483,26.333,0.0,0.0,0.0,0.0,0.35,0.35,29.0,1.0,0.1,0.1,26.0,1.0,4.0,4.0,24.0,1.0,2
1 Bundesliga,Hamburger SV,2011,13.9,1.986,21.429,0.0,0.0,0.0,0,5.0,1.667,21.333,3,0.6,0.3,21.5,2,8.3,4.15,21.5,2,17.35,2.892,26.5,0.0,0.0,0.0,0,4.25,1.417,29.0,3,0.6,0.6,23.0,1,12.5,6.25,24.5,2,27.0,5.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,6.5,23.333,3.0,3.5,3.5,24.0,1.0,9.6,3.2,26.667,0.0,0.0,0.0,0.0,0.1,0.1,32.0,1.0,0.0,0.0,0.0,0.0,9.5,4.75,24.0,2.0,2
1 Bundesliga,Hertha BSC,2011,1.4,0.467,24.333,0.0,0.0,0.0,0,0.1,0.1,23.0,1,1.3,0.65,25.0,2,0.0,0.0,0.0,0,1.0,0.25,26.5,0.0,0.0,0.0,0,0.25,0.25,30.0,1,0.0,0.0,0.0,0,0.75,0.25,25.333,3,1.4,0.467,24.333,0.0,0.0,0.0,0.0,0.1,0.1,23.0,1.0,1.3,0.65,25.0,2.0,0.0,0.0,0.0,0.0,1.0,0.25,26.5,0.0,0.0,0.0,0.0,0.25,0.25,30.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,25.333,3.0,2
1 Bundesliga,Bayer 04 Leverkusen,2012,20.9,3.483,20.167,0.0,0.0,0.0,0,13.5,4.5,20.333,3,0.1,0.1,18.0,1,7.3,3.65,21.0,2,14.68,2.097,21.857,0.4,0.4,22.0,1,0.5,0.5,23.0,1,6.98,2.327,22.0,3,6.8,3.4,21.0,2,24.975,2.497,22.5,0.0,0.0,0.0,0.0,3.4,1.7,27.5,2.0,6.5,2.167,21.0,3.0,15.075,3.015,21.4,5.0,35.57,3.557,22.8,0.0,0.0,0.0,0.0,11.0,5.5,24.5,2.0,1.35,0.45,22.667,3.0,23.22,4.644,22.2,5.0,0
1 Bundesliga,Bayern Munich,2012,70.3,14.06,23.0,0.0,0.0,0.0,0,5.5,2.75,23.0,2,40.0,40.0,23.0,1,24.8,12.4,23.0,2,0.5,0.5,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,23.0,1,62.0,31.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,31.0,21.5,2.0,0.0,0.0,0.0,0.0,40.0,8.0,24.0,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,21.0,10.5,22.5,2.0,18.5,9.25,26.0,2.0,0
1 Bundesliga,Borussia Dortmund,2012,26.65,5.33,23.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.15,5.288,23.5,4,5.5,5.5,23.0,1,34.0,3.778,23.222,0.0,0.0,0.0,0,0.6,0.3,22.0,2,24.3,6.075,22.0,4,9.1,3.033,25.667,3,52.6,13.15,23.5,0.0,0.0,0.0,0.0,9.9,9.9,25.0,1.0,29.7,14.85,22.5,2.0,13.0,13.0,24.0,1.0,47.375,5.264,21.667,0.0,0.0,0.0,0.0,4.9,1.633,22.667,3.0,40.975,8.195,21.0,5.0,1.5,1.5,22.0,1.0,0
1 Bundesliga,Eintracht Frankfurt,2012,8.15,0.815,25.1,1.5,1.5,21.0,1,3.5,0.7,24.4,5,0.0,0.0,0.0,0,3.15,0.788,27.0,4,3.0,0.75,28.75,0.0,0.0,0.0,0,2.25,1.125,25.5,2,0.3,0.3,32.0,1,0.45,0.45,32.0,1,7.475,1.068,24.714,0.0,0.0,0.0,0.0,0.4,0.4,27.0,1.0,3.075,0.769,25.5,4.0,4.0,2.0,22.0,2.0,0.5,0.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,31.0,1.0,0
1 Bundesliga,FC Schalke 04,2012,6.5,1.625,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,0.75,27.5,2,5.0,2.5,26.5,2,6.85,0.623,24.909,0.0,0.0,0.0,0,1.25,0.417,24.0,3,4.5,0.9,25.4,5,1.1,0.367,25.0,3,26.05,3.721,23.714,0.0,0.0,0.0,0.0,1.5,0.75,25.0,2.0,13.75,4.583,23.333,3.0,10.8,5.4,23.0,2.0,8.1,1.157,25.143,0.2,0.2,23.0,1.0,1.5,1.5,23.0,1.0,3.7,1.233,29.0,3.0,2.7,1.35,21.5,2.0,0
1 Bundesliga,SC Freiburg,2012,1.5,0.5,22.333,0.0,0.0,0.0,0,0.5,0.5,21.0,1,0.5,0.5,22.0,1,0.5,0.5,24.0,1,0.2,0.2,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,0.2,30.0,1,6.93,0.866,22.5,0.0,0.0,0.0,0.0,0.03,0.03,20.0,1.0,4.8,1.2,23.75,4.0,2.1,0.7,21.667,3.0,12.2,2.44,26.0,0.0,0.0,0.0,0.0,0.2,0.2,26.0,1.0,5.0,2.5,27.0,2.0,7.0,3.5,25.0,2.0,0
1 Bundesliga,1.FC Nuremberg,2012,2.7,0.675,21.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5,0.833,22.0,3,0.2,0.2,21.0,1,7.0,7.0,23.0,0.0,0.0,0.0,0,7.0,7.0,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.32,1.464,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.75,25.0,2.0,3.82,1.273,20.0,3.0,6.75,2.25,28.0,0.0,0.0,0.0,0.0,6.0,6.0,25.0,1.0,0.5,0.5,36.0,1.0,0.25,0.25,23.0,1.0,1
1 Bundesliga,1.FSV Mainz 05,2012,4.18,1.045,26.25,0.0,0.0,0.0,0,0.08,0.08,28.0,1,2.0,2.0,27.0,1,2.1,1.05,25.0,2,5.95,0.744,24.25,0.0,0.0,0.0,0,0.25,0.125,26.5,2,3.9,1.95,24.5,2,1.8,0.45,23.0,4,14.2,1.775,22.875,0.0,0.0,0.0,0.0,1.15,1.15,26.0,1.0,9.3,2.325,21.25,4.0,3.75,1.25,24.0,3.0,11.55,2.31,24.2,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,0.7,0.7,23.0,1.0,10.55,3.517,24.0,3.0,1
1 Bundesliga,Borussia Mönchengladbach,2012,33.4,6.68,20.6,0.0,0.0,0.0,0,10.0,10.0,23.0,1,8.5,8.5,19.0,1,14.9,4.967,20.333,3,24.05,2.672,23.556,0.0,0.0,0.0,0,5.8,1.45,24.25,4,17.5,8.75,22.5,2,0.75,0.25,23.333,3,7.9,1.975,23.25,0.0,0.0,0.0,0.0,0.2,0.2,18.0,1.0,0.2,0.2,22.0,1.0,7.5,3.75,26.5,2.0,3.25,0.812,24.0,0.0,0.0,0.0,0.0,0.05,0.05,21.0,1.0,0.0,0.0,0.0,0.0,3.2,1.067,25.0,3.0,1
1 Bundesliga,Hamburger SV,2012,27.0,5.4,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,19.5,6.5,23.333,3,3.5,3.5,24.0,1,9.6,3.2,26.667,0.0,0.0,0.0,0,0.1,0.1,32.0,1,0.0,0.0,0.0,0,9.5,4.75,24.0,2,2.35,0.783,21.333,0.0,0.0,0.0,0.0,1.4,1.4,22.0,1.0,0.0,0.0,0.0,0.0,0.95,0.475,21.0,2.0,13.75,2.75,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.317,22.0,3.0,12.8,6.4,22.5,2.0,1
1 Bundesliga,Hannover 96,2012,9.55,1.194,23.5,0.0,0.0,0.0,0,6.9,1.38,23.2,5,2.05,1.025,25.0,2,0.6,0.6,22.0,1,3.17,0.634,24.6,0.0,0.0,0.0,0,2.6,1.3,24.5,2,0.2,0.2,27.0,1,0.37,0.185,23.5,2,10.5,1.75,23.667,0.0,0.0,0.0,0.0,4.9,1.633,25.0,3.0,5.3,2.65,21.0,2.0,0.3,0.3,25.0,1.0,4.7,1.567,26.333,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,3.7,1.85,25.0,2.0,1
1 Bundesliga,SV Werder Bremen,2012,14.73,1.841,23.625,0.2,0.2,24.0,1,6.58,2.193,23.667,3,0.45,0.45,21.0,1,7.5,2.5,24.333,3,13.1,3.275,24.0,0.0,0.0,0.0,0,4.8,4.8,29.0,1,8.05,4.025,21.5,2,0.25,0.25,24.0,1,10.25,2.05,25.8,0.0,0.0,0.0,0.0,2.75,1.375,23.5,2.0,4.5,2.25,29.0,2.0,3.0,3.0,24.0,1.0,13.6,1.7,22.625,0.0,0.0,0.0,0.0,10.05,5.025,22.5,2.0,0.15,0.075,20.5,2.0,3.4,0.85,23.75,4.0,1
1 Bundesliga,VfB Stuttgart,2012,2.4,0.6,23.75,0.0,0.0,0.0,0,0.6,0.3,26.0,2,1.5,1.5,22.0,1,0.3,0.3,21.0,1,9.7,2.425,25.5,0.0,0.0,0.0,0,2.0,2.0,31.0,1,2.2,1.1,24.0,2,5.5,5.5,23.0,1,7.2,1.44,23.2,0.0,0.0,0.0,0.0,2.2,1.1,25.5,2.0,1.5,0.75,19.0,2.0,3.5,3.5,27.0,1.0,7.2,0.9,23.75,0.2,0.2,23.0,1.0,4.15,2.075,23.0,2.0,0.85,0.283,23.667,3.0,2.0,1.0,25.0,2.0,1
1 Bundesliga,VfL Wolfsburg,2012,27.1,3.871,24.286,0.0,0.0,0.0,0,10.3,3.433,27.0,3,9.8,3.267,22.0,3,7.0,7.0,23.0,1,21.85,1.285,23.765,0.0,0.0,0.0,0,1.3,0.217,25.667,6,0.15,0.075,21.0,2,16.3,2.329,23.143,7,50.6,8.433,23.667,0.4,0.4,26.0,1.0,6.0,6.0,25.0,1.0,39.7,13.233,22.0,3.0,4.5,4.5,25.0,1.0,16.05,1.146,24.071,0.0,0.0,0.0,0.0,3.05,1.017,25.0,3.0,10.05,1.436,24.571,7.0,2.85,0.95,23.0,3.0,1
1 Bundesliga,FC Augsburg,2012,2.85,0.317,23.556,0.0,0.0,0.0,0,0.85,0.425,23.0,2,1.1,0.367,24.333,3,0.9,0.225,23.25,4,0.15,0.15,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,27.0,1,0.0,0.0,0.0,0,4.55,0.65,22.143,0.0,0.0,0.0,0.0,2.0,2.0,24.0,1.0,0.45,0.225,19.5,2.0,2.1,0.525,23.0,4.0,0.6,0.3,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,27.5,2.0,2
1 Bundesliga,Fortuna Düsseldorf,2012,3.05,0.339,24.222,0.45,0.225,22.0,2,1.15,0.383,23.333,3,0.0,0.0,0.0,0,1.45,0.362,26.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.05,0.339,24.222,0.45,0.225,22.0,2.0,1.15,0.383,23.333,3.0,0.0,0.0,0.0,0.0,1.45,0.362,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1 Bundesliga,SpVgg Greuther Fürth,2012,3.85,0.385,23.3,0.0,0.0,0.0,0,0.2,0.1,20.5,2,1.0,0.333,21.333,3,2.65,0.53,25.6,5,2.34,0.585,26.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.34,0.585,26.5,4,3.85,0.385,23.3,0.0,0.0,0.0,0.0,0.2,0.1,20.5,2.0,1.0,0.333,21.333,3.0,2.65,0.53,25.6,5.0,2.34,0.585,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.585,26.5,4.0,2
1 Bundesliga,TSG 1899 Hoffenheim,2012,26.3,2.023,23.385,0.4,0.4,31.0,1,5.0,1.667,25.333,3,7.0,2.333,21.667,3,13.9,2.317,22.0,6,20.25,2.25,23.0,0.0,0.0,0.0,0,3.0,1.0,24.667,3,10.7,3.567,22.333,3,6.55,2.183,22.0,3,9.9,1.98,23.2,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,1.5,1.5,18.0,1.0,7.4,2.467,26.667,3.0,4.0,0.667,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,25.0,2.0,1.5,0.375,24.25,4.0,2
1 Bundesliga,Bayer 04 Leverkusen,2013,24.975,2.497,22.5,0.0,0.0,0.0,0,3.4,1.7,27.5,2,6.5,2.167,21.0,3,15.075,3.015,21.4,5,35.57,3.557,22.8,0.0,0.0,0.0,0,11.0,5.5,24.5,2,1.35,0.45,22.667,3,23.22,4.644,22.2,5,37.805,5.401,20.0,0.0,0.0,0.0,0.0,15.5,3.875,19.75,4.0,15.505,7.752,20.0,2.0,6.8,6.8,21.0,1.0,18.35,3.058,23.5,0.0,0.0,0.0,0.0,0.25,0.25,25.0,1.0,13.1,4.367,21.333,3.0,5.0,2.5,26.0,2.0,0
1 Bundesliga,Bayern Munich,2013,62.0,31.0,21.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,62.0,31.0,21.5,2,0.0,0.0,0.0,0,40.0,8.0,24.0,0.0,0.0,0.0,0,0.5,0.5,23.0,1,21.0,10.5,22.5,2,18.5,9.25,26.0,2,53.4,8.9,24.667,3.4,1.7,25.0,2.0,38.0,19.0,24.0,2.0,9.0,9.0,32.0,1.0,3.0,3.0,18.0,1.0,48.7,9.74,23.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,25.7,8.567,21.0,3.0,22.0,22.0,28.0,1.0,0
1 Bundesliga,Borussia Dortmund,2013,52.6,13.15,23.5,0.0,0.0,0.0,0,9.9,9.9,25.0,1,29.7,14.85,22.5,2,13.0,13.0,24.0,1,47.375,5.264,21.667,0.0,0.0,0.0,0,4.9,1.633,22.667,3,40.975,8.195,21.0,5,1.5,1.5,22.0,1,65.2,10.867,24.333,0.0,0.0,0.0,0.0,10.0,10.0,20.0,1.0,27.0,9.0,24.667,3.0,28.2,14.1,26.0,2.0,4.8,1.2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,22.0,1.0,4.6,1.533,22.667,3.0,0
1 Bundesliga,Borussia Mönchengladbach,2013,7.9,1.975,23.25,0.0,0.0,0.0,0,0.2,0.2,18.0,1,0.2,0.2,22.0,1,7.5,3.75,26.5,2,3.25,0.812,24.0,0.0,0.0,0.0,0,0.05,0.05,21.0,1,0.0,0.0,0.0,0,3.2,1.067,25.0,3,12.75,4.25,23.0,9.0,9.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.875,22.0,2.0,17.9,4.475,22.0,12.0,12.0,22.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,21.0,1.0,5.8,2.9,22.5,2.0,0
1 Bundesliga,FC Schalke 04,2013,26.05,3.721,23.714,0.0,0.0,0.0,0,1.5,0.75,25.0,2,13.75,4.583,23.333,3,10.8,5.4,23.0,2,8.1,1.157,25.143,0.2,0.2,23.0,1,1.5,1.5,23.0,1,3.7,1.233,29.0,3,2.7,1.35,21.5,2,4.4,2.2,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,27.0,1.0,2.5,2.5,26.0,1.0,8.6,1.72,23.0,0.2,0.2,23.0,1.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,7.4,2.467,23.333,3.0,0
1 Bundesliga,VfL Wolfsburg,2013,50.6,8.433,23.667,0.4,0.4,26.0,1,6.0,6.0,25.0,1,39.7,13.233,22.0,3,4.5,4.5,25.0,1,16.05,1.146,24.071,0.0,0.0,0.0,0,3.05,1.017,25.0,3,10.05,1.436,24.571,7,2.85,0.95,23.0,3,45.05,7.508,23.333,1.5,1.5,22.0,1.0,2.5,2.5,24.0,1.0,9.05,3.017,23.333,3.0,32.0,32.0,24.0,1.0,6.25,0.694,24.667,0.15,0.15,22.0,1.0,0.0,0.0,0.0,0.0,3.5,0.875,23.5,4.0,2.6,0.65,26.5,4.0,0
1 Bundesliga,1.FSV Mainz 05,2013,14.2,1.775,22.875,0.0,0.0,0.0,0,1.15,1.15,26.0,1,9.3,2.325,21.25,4,3.75,1.25,24.0,3,11.55,2.31,24.2,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.7,0.7,23.0,1,10.55,3.517,24.0,3,9.12,0.912,23.3,2.25,2.25,20.0,1.0,1.75,0.875,25.0,2.0,0.6,0.3,22.0,2.0,4.52,0.904,23.8,5.0,6.6,2.2,25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,27.5,2.0,1.6,1.6,21.0,1.0,1
1 Bundesliga,Eintracht Frankfurt,2013,7.475,1.068,24.714,0.0,0.0,0.0,0,0.4,0.4,27.0,1,3.075,0.769,25.5,4,4.0,2.0,22.0,2,0.5,0.5,31.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,31.0,1,6.5,1.625,22.25,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,2.3,1.15,21.5,2.0,3.2,3.2,22.0,1.0,5.925,0.658,23.889,0.15,0.15,21.0,1.0,3.35,1.117,21.333,3.0,2.325,0.581,27.0,4.0,0.1,0.1,22.0,1.0,1
1 Bundesliga,FC Augsburg,2013,4.55,0.65,22.143,0.0,0.0,0.0,0,2.0,2.0,24.0,1,0.45,0.225,19.5,2,2.1,0.525,23.0,4,0.6,0.3,27.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,0.3,27.5,2,12.45,1.779,23.0,0.0,0.0,0.0,0.0,2.55,1.275,19.5,2.0,0.0,0.0,0.0,0.0,9.9,1.98,24.4,5.0,6.9,1.725,22.25,0.0,0.0,0.0,0.0,4.55,2.275,23.0,2.0,0.1,0.1,20.0,1.0,2.25,2.25,23.0,1.0,1
1 Bundesliga,Hannover 96,2013,10.5,1.75,23.667,0.0,0.0,0.0,0,4.9,1.633,25.0,3,5.3,2.65,21.0,2,0.3,0.3,25.0,1,4.7,1.567,26.333,0.0,0.0,0.0,0,1.0,1.0,29.0,1,0.0,0.0,0.0,0,3.7,1.85,25.0,2,10.8,3.6,23.667,0.0,0.0,0.0,0.0,1.5,1.5,23.0,1.0,4.3,4.3,24.0,1.0,5.0,5.0,24.0,1.0,3.5,0.7,24.6,0.0,0.0,0.0,0.0,2.0,0.5,23.0,4.0,1.5,1.5,31.0,1.0,0.0,0.0,0.0,0.0,1
